Token1	Label1	Offset1	Token2	Label2	Offset2	Relation	Sentence
CgPDR1	Gene	(47, 53)	virulence	MPA	(128, 137)	NoRelation	A range of gain-of-function (GOF) mutations in CgPDR1 have been found to lead not only to azole resistance but also to enhanced virulence.
CgPDR1	Gene	(47, 53)	enhanced	PosReg	(119, 127)	NoRelation	A range of gain-of-function (GOF) mutations in CgPDR1 have been found to lead not only to azole resistance but also to enhanced virulence.
azole resistance	MPA	(90, 106)	CgPDR1	Gene	(47, 53)	NoRelation	A range of gain-of-function (GOF) mutations in CgPDR1 have been found to lead not only to azole resistance but also to enhanced virulence.
azole resistance	MPA	(90, 106)	virulence	MPA	(128, 137)	NoRelation	A range of gain-of-function (GOF) mutations in CgPDR1 have been found to lead not only to azole resistance but also to enhanced virulence.
mutations	Var	(34, 43)	azole resistance	MPA	(90, 106)	NoRelation	A range of gain-of-function (GOF) mutations in CgPDR1 have been found to lead not only to azole resistance but also to enhanced virulence.
gain-of-function	PosReg	(11, 27)	CgPDR1	Gene	(47, 53)	NoRelation	A range of gain-of-function (GOF) mutations in CgPDR1 have been found to lead not only to azole resistance but also to enhanced virulence.
lead	PosReg	(73, 77)	CgPDR1	Gene	(47, 53)	NoRelation	A range of gain-of-function (GOF) mutations in CgPDR1 have been found to lead not only to azole resistance but also to enhanced virulence.
mutations	Var	(34, 43)	virulence	MPA	(128, 137)	NoRelation	A range of gain-of-function (GOF) mutations in CgPDR1 have been found to lead not only to azole resistance but also to enhanced virulence.
implicates	Reg	(5, 15)	CgPDR1	Gene	(16, 22)	NoRelation	This implicates CgPDR1 in the regulation of the interaction of C. glabrata with the host.
regulation	MPA	(30, 40)	CgPDR1	Gene	(16, 22)	NoRelation	This implicates CgPDR1 in the regulation of the interaction of C. glabrata with the host.
mutations	Var	(4, 13)	adherence to and uptake by macrophages	CPA	(130, 168)	NoRelation	GOF mutations in CgPDR1 did not influence survival and replication within macrophages following phagocytosis but led to decreased adherence to and uptake by macrophages.
CgPDR1	Gene	(17, 23)	decreased	NegReg	(120, 129)	NoRelation	GOF mutations in CgPDR1 did not influence survival and replication within macrophages following phagocytosis but led to decreased adherence to and uptake by macrophages.
CgPDR1	Gene	(17, 23)	adherence to and uptake by macrophages	CPA	(130, 168)	NoRelation	GOF mutations in CgPDR1 did not influence survival and replication within macrophages following phagocytosis but led to decreased adherence to and uptake by macrophages.
epithelial colonization	CPA	(116, 139)	CgPDR1	Gene	(99, 105)	NoRelation	The interaction with epithelial cells revealed an opposite trend, suggesting that GOF mutations in CgPDR1 may favor epithelial colonization of the host by C. glabrata through increased adherence to epithelial cell layers.
adherence	CPA	(185, 194)	mutations	Var	(86, 95)	NoRelation	The interaction with epithelial cells revealed an opposite trend, suggesting that GOF mutations in CgPDR1 may favor epithelial colonization of the host by C. glabrata through increased adherence to epithelial cell layers.
mutations	Var	(86, 95)	epithelial colonization	CPA	(116, 139)	NoRelation	The interaction with epithelial cells revealed an opposite trend, suggesting that GOF mutations in CgPDR1 may favor epithelial colonization of the host by C. glabrata through increased adherence to epithelial cell layers.
adherence	CPA	(185, 194)	CgPDR1	Gene	(99, 105)	NoRelation	The interaction with epithelial cells revealed an opposite trend, suggesting that GOF mutations in CgPDR1 may favor epithelial colonization of the host by C. glabrata through increased adherence to epithelial cell layers.
increased	PosReg	(175, 184)	CgPDR1	Gene	(99, 105)	NoRelation	The interaction with epithelial cells revealed an opposite trend, suggesting that GOF mutations in CgPDR1 may favor epithelial colonization of the host by C. glabrata through increased adherence to epithelial cell layers.
favor	PosReg	(110, 115)	CgPDR1	Gene	(99, 105)	NoRelation	The interaction with epithelial cells revealed an opposite trend, suggesting that GOF mutations in CgPDR1 may favor epithelial colonization of the host by C. glabrata through increased adherence to epithelial cell layers.
mutations	Var	(27, 36)	interaction	Interaction	(60, 71)	NoRelation	These data reveal that GOF mutations in CgPDR1 modulate the interaction with host cells in ways that may contribute to increased virulence.
increased	PosReg	(119, 128)	CgPDR1	Gene	(40, 46)	NoRelation	These data reveal that GOF mutations in CgPDR1 modulate the interaction with host cells in ways that may contribute to increased virulence.
virulence	MPA	(129, 138)	mutations	Var	(27, 36)	NoRelation	These data reveal that GOF mutations in CgPDR1 modulate the interaction with host cells in ways that may contribute to increased virulence.
modulate	Reg	(47, 55)	CgPDR1	Gene	(40, 46)	NoRelation	These data reveal that GOF mutations in CgPDR1 modulate the interaction with host cells in ways that may contribute to increased virulence.
virulence	MPA	(129, 138)	CgPDR1	Gene	(40, 46)	NoRelation	These data reveal that GOF mutations in CgPDR1 modulate the interaction with host cells in ways that may contribute to increased virulence.
mutp53	Var	(113, 119)	invasive carcinoma	Disease	(89, 107)	NoRelation	This mutp53 GOF is manifested by rapid onset of flat dysplastic lesions that progress to invasive carcinoma with mutp53 accumulation and augmented NF-κB activation, faithfully recapitulating features frequently observed in human colitis-associated colorectal cancer (CAC).
mutp53	Var	(113, 119)	colitis-associated colorectal cancer	Disease	(229, 265)	NoRelation	This mutp53 GOF is manifested by rapid onset of flat dysplastic lesions that progress to invasive carcinoma with mutp53 accumulation and augmented NF-κB activation, faithfully recapitulating features frequently observed in human colitis-associated colorectal cancer (CAC).
NF-κB	Protein	(147, 152)	invasive carcinoma	Disease	(89, 107)	NoRelation	This mutp53 GOF is manifested by rapid onset of flat dysplastic lesions that progress to invasive carcinoma with mutp53 accumulation and augmented NF-κB activation, faithfully recapitulating features frequently observed in human colitis-associated colorectal cancer (CAC).
NF-κB	Protein	(147, 152)	colitis-associated colorectal cancer	Disease	(229, 265)	NoRelation	This mutp53 GOF is manifested by rapid onset of flat dysplastic lesions that progress to invasive carcinoma with mutp53 accumulation and augmented NF-κB activation, faithfully recapitulating features frequently observed in human colitis-associated colorectal cancer (CAC).
mutations	Var	(39, 48)	high-grade serous ovarian carcinoma	Disease	(59, 94)	NoRelation	Clinical relevance of gain-of-function mutations of p53 in high-grade serous ovarian carcinoma.
gain-of-function	PosReg	(22, 38)	p53	Gene	(52, 55)	NoRelation	Clinical relevance of gain-of-function mutations of p53 in high-grade serous ovarian carcinoma.
high-grade serous ovarian carcinoma	Disease	(59, 94)	p53	Gene	(52, 55)	NoRelation	Clinical relevance of gain-of-function mutations of p53 in high-grade serous ovarian carcinoma.
p53	Gene	(70, 73)	oncogenic activity	CPA	(84, 102)	NoRelation	In spite of growing evidence that gain-of-function (GOF) mutations of p53 also have oncogenic activity, little is known about the clinical relevance of these mutations.
oncogenic activity	CPA	(84, 102)	mutations	Var	(57, 66)	NoRelation	In spite of growing evidence that gain-of-function (GOF) mutations of p53 also have oncogenic activity, little is known about the clinical relevance of these mutations.
gain-of-function	PosReg	(34, 50)	p53	Gene	(70, 73)	NoRelation	In spite of growing evidence that gain-of-function (GOF) mutations of p53 also have oncogenic activity, little is known about the clinical relevance of these mutations.
higher	PosReg	(80, 86)	p53 protein	Protein	(32, 43)	NoRelation	RESULTS: Patients with a mutant p53 protein (mutp53) with a GOF mutation showed higher p53 mRNA and protein expression levels than patients with p53 mutation with no evidence of GOF (NE-GOF).
p53 mRNA and protein expression levels	MPA	(87, 125)	mutation	Var	(64, 72)	NoRelation	RESULTS: Patients with a mutant p53 protein (mutp53) with a GOF mutation showed higher p53 mRNA and protein expression levels than patients with p53 mutation with no evidence of GOF (NE-GOF).
platinum resistance	CPA	(69, 88)	mutations	Var	(30, 39)	NoRelation	Clinically, patients with GOF mutations showed a higher frequency of platinum resistance (22/58, 37.9%) than patients with NE-GOF mutations (12/56, 21.4%) (p=0.054).
mutations	Var	(31, 40)	distant metastasis	CPA	(69, 87)	NoRelation	Furthermore, patients with GOF mutations were more likely to develop distant metastasis (36/55, 65.5%) than local recurrence (19/55, 34.5%), whereas patients with NE-GOF mutations showed a higher frequency of locoregional recurrence (26/47, 55.3%) than distant metastasis (21/47, 44.7%) (p=0.035).
HGS-OvCa	Disease	(176, 184)	mutp53	Var	(58, 64)	NoRelation	CONCLUSION: This study demonstrates that patient with GOF mutp53 is characterized by a greater likelihood of platinum treatment resistance and distant metastatic properties in HGS-OvCa.
distant metastatic properties	CPA	(143, 172)	mutp53	Var	(58, 64)	NoRelation	CONCLUSION: This study demonstrates that patient with GOF mutp53 is characterized by a greater likelihood of platinum treatment resistance and distant metastatic properties in HGS-OvCa.
platinum treatment resistance	CPA	(109, 138)	mutp53	Var	(58, 64)	NoRelation	CONCLUSION: This study demonstrates that patient with GOF mutp53 is characterized by a greater likelihood of platinum treatment resistance and distant metastatic properties in HGS-OvCa.
p53	Protein	(7, 10)	gain new activities	PosReg	(35, 54)	NoRelation	Mutant p53 (Mutp53) proteins often gain new activities in promoting tumorigenesis, defined as gain-of-function (GOF).
p53	Protein	(7, 10)	promoting tumorigenesis	CPA	(58, 81)	NoRelation	Mutant p53 (Mutp53) proteins often gain new activities in promoting tumorigenesis, defined as gain-of-function (GOF).
Mutant	Var	(0, 6)	promoting tumorigenesis	CPA	(58, 81)	NoRelation	Mutant p53 (Mutp53) proteins often gain new activities in promoting tumorigenesis, defined as gain-of-function (GOF).
mutp53	Var	(64, 70)	tumorigenesis	CPA	(78, 91)	NoRelation	Mutp53 can accumulate to high levels in tumours, which promotes mutp53 GOF in tumorigenesis.
mutp53	Var	(95, 101)	tumorigenesis	CPA	(109, 122)	NoRelation	Thus, overexpression of MDM2 isoforms promotes mutp53 accumulation in tumours, contributing to mutp53 GOF in tumorigenesis.
p53	Gene	(7, 10)	human osteosarcoma	Disease	(71, 89)	NoRelation	Mutant p53 gain of function can be at the root of dedifferentiation of human osteosarcoma MG63 cells into 3AB-OS cancer stem cells.
p53	Gene	(7, 10)	gain of function	PosReg	(11, 27)	NoRelation	Mutant p53 gain of function can be at the root of dedifferentiation of human osteosarcoma MG63 cells into 3AB-OS cancer stem cells.
Mutant	Var	(0, 6)	human osteosarcoma	Disease	(71, 89)	NoRelation	Mutant p53 gain of function can be at the root of dedifferentiation of human osteosarcoma MG63 cells into 3AB-OS cancer stem cells.
high migration	CPA	(180, 194)	p53-R248W/P72R	Var	(50, 64)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
cancer stem-like features	CPA	(88, 113)	p53-R248W/P72R	Var	(50, 64)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
high proliferation rate	CPA	(118, 141)	levels of stemness proteins	MPA	(256, 283)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
invasive ability	CPA	(199, 215)	p53-R248W/P72R	Var	(50, 64)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
sphere formation	CPA	(143, 159)	p53-R248W/P72R	Var	(50, 64)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
invasive ability	CPA	(199, 215)	levels of stemness proteins	MPA	(256, 283)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
p53-R248W/P72R	Var	(50, 64)	clonogenic growth	CPA	(161, 178)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
invasive ability	CPA	(199, 215)	clonogenic growth	CPA	(161, 178)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
sphere formation	CPA	(143, 159)	invasive ability	CPA	(199, 215)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
p53-R248W/P72R	Var	(50, 64)	levels of stemness proteins	MPA	(256, 283)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
cancer stem-like features	CPA	(88, 113)	levels of stemness proteins	MPA	(256, 283)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
clonogenic growth	CPA	(161, 178)	levels of stemness proteins	MPA	(256, 283)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
sphere formation	CPA	(143, 159)	clonogenic growth	CPA	(161, 178)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
high migration	CPA	(180, 194)	high proliferation rate	CPA	(118, 141)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
high proliferation rate	CPA	(118, 141)	p53-R248W/P72R	Var	(50, 64)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
sphere formation	CPA	(143, 159)	levels of stemness proteins	MPA	(256, 283)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
high migration	CPA	(180, 194)	levels of stemness proteins	MPA	(256, 283)	NoRelation	We have also found that the ectopic expression of p53-R248W/P72R in MG63 cells promoted cancer stem-like features, as high proliferation rate, sphere formation, clonogenic growth, high migration and invasive ability; furthermore, it strongly increased the levels of stemness proteins.
p53-R248W/P72R	Var	(49, 63)	origin of the aberrant characters of the 3AB-OS cells	CPA	(71, 124)	NoRelation	Overall, the findings suggest the involvement of p53-R248W/P72R at the origin of the aberrant characters of the 3AB-OS cells with the hypothesis that its GOF can be at the root of the dedifferentiation of MG63 cells into CSCs.
mutations	Var	(38, 47)	activity	MPA	(64, 72)	NoRelation	Gene set enrichment analysis on these mutations revealed higher activity of drug-metabolizing enzymes, including the CYP3A4 cytochrome P450.
resistance	CPA	(224, 234)	expression	MPA	(209, 219)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
Ectopic expression	MPA	(0, 18)	CYP3A4 mRNA and protein levels	MPA	(90, 120)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
resistance	CPA	(224, 234)	mutant R282W	Var	(26, 38)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
resistance	CPA	(224, 234)	p53	Gene	(173, 176)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
mutations	Var	(177, 186)	resistance	CPA	(224, 234)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
mutations	Var	(177, 186)	mutant R282W	Var	(26, 38)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
CYP3A4 mRNA and protein levels	MPA	(90, 120)	p53	Gene	(22, 25)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
mutations	Var	(177, 186)	expression	MPA	(209, 219)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
CYP3A4 mRNA and protein levels	MPA	(90, 120)	p53	Gene	(173, 176)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
upregulated	PosReg	(78, 89)	p53	Gene	(22, 25)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
expression	MPA	(209, 219)	p53	Gene	(173, 176)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
higher	PosReg	(195, 201)	p53	Gene	(173, 176)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
expression	MPA	(209, 219)	mutant R282W	Var	(26, 38)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
higher	PosReg	(195, 201)	p53	Gene	(22, 25)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
Ectopic expression	MPA	(0, 18)	p53	Gene	(22, 25)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
Ectopic expression	MPA	(0, 18)	resistance	CPA	(224, 234)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
Ectopic expression	MPA	(0, 18)	expression	MPA	(209, 219)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
CYP3A4 mRNA and protein levels	MPA	(90, 120)	mutations	Var	(177, 186)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
Ectopic expression	MPA	(0, 18)	mutations	Var	(177, 186)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
CYP3A4 mRNA and protein levels	MPA	(90, 120)	resistance	CPA	(224, 234)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
CYP3A4 mRNA and protein levels	MPA	(90, 120)	expression	MPA	(209, 219)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
resistance	CPA	(224, 234)	p53	Gene	(22, 25)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
upregulated	PosReg	(78, 89)	p53	Gene	(173, 176)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
CYP3A4 mRNA and protein levels	MPA	(90, 120)	mutant R282W	Var	(26, 38)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
expression	MPA	(209, 219)	p53	Gene	(22, 25)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
CYP3A4	Enzyme	(202, 208)	upregulated	PosReg	(78, 89)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
Ectopic expression	MPA	(0, 18)	p53	Gene	(173, 176)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
CYP3A4	Enzyme	(202, 208)	resistance	CPA	(224, 234)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
mutant R282W	Var	(26, 38)	p53	Gene	(173, 176)	NoRelation	Ectopic expression of p53 mutant R282W in H1299 and SaOS2 cells significantly upregulated CYP3A4 mRNA and protein levels, and cancer cell lines bearing mortality-associated p53 mutations display higher CYP3A4 expression and resistance to several CYP3A4-metabolized chemotherapeutic drugs.
β-catenin	Protein	(5, 14)	hypoplastic elongation of the URS	CPA	(117, 150)	NoRelation	Both β-catenin loss- and gain-of-function (LOF and GOF) mutants displayed abnormal clefts in the perineal region and hypoplastic elongation of the URS.
clefts in the perineal region	CPA	(83, 112)	hypoplastic elongation of the URS	CPA	(117, 150)	NoRelation	Both β-catenin loss- and gain-of-function (LOF and GOF) mutants displayed abnormal clefts in the perineal region and hypoplastic elongation of the URS.
clefts in the perineal region	CPA	(83, 112)	β-catenin	Protein	(5, 14)	NoRelation	Both β-catenin loss- and gain-of-function (LOF and GOF) mutants displayed abnormal clefts in the perineal region and hypoplastic elongation of the URS.
clefts in the perineal region	CPA	(83, 112)	mutants	Var	(56, 63)	NoRelation	Both β-catenin loss- and gain-of-function (LOF and GOF) mutants displayed abnormal clefts in the perineal region and hypoplastic elongation of the URS.
β-catenin	Protein	(5, 14)	gain-of-function	PosReg	(25, 41)	NoRelation	Both β-catenin loss- and gain-of-function (LOF and GOF) mutants displayed abnormal clefts in the perineal region and hypoplastic elongation of the URS.
mutants	Var	(56, 63)	hypoplastic elongation of the URS	CPA	(117, 150)	NoRelation	Both β-catenin loss- and gain-of-function (LOF and GOF) mutants displayed abnormal clefts in the perineal region and hypoplastic elongation of the URS.
cell proliferation in the URS mesenchyme	CPA	(35, 75)	mutants	Var	(4, 11)	NoRelation	The mutants also displayed reduced cell proliferation in the URS mesenchyme.
filaggrin	Protein	(114, 123)	keratin 1	Protein	(100, 109)	NoRelation	This instability possibly resulted in reduced expression levels of differentiation markers, such as keratin 1 and filaggrin, in the perineal epithelia.
β-catenin	Protein	(145, 154)	induced	PosReg	(102, 109)	NoRelation	The expression of bone morphogenetic protein (Bmp) genes, such as Bmp4 and Bmp7, was also ectopically induced in the epithelia of the URS in the β-catenin GOF mutants.
expression	MPA	(4, 14)	Bmp4	Gene	(66, 70)	NoRelation	The expression of bone morphogenetic protein (Bmp) genes, such as Bmp4 and Bmp7, was also ectopically induced in the epithelia of the URS in the β-catenin GOF mutants.
bone morphogenetic protein (Bmp) genes	Gene	(18, 56)	induced	PosReg	(102, 109)	NoRelation	The expression of bone morphogenetic protein (Bmp) genes, such as Bmp4 and Bmp7, was also ectopically induced in the epithelia of the URS in the β-catenin GOF mutants.
mutants	Var	(159, 166)	expression	MPA	(4, 14)	NoRelation	The expression of bone morphogenetic protein (Bmp) genes, such as Bmp4 and Bmp7, was also ectopically induced in the epithelia of the URS in the β-catenin GOF mutants.
Bmp7	Gene	(75, 79)	induced	PosReg	(102, 109)	NoRelation	The expression of bone morphogenetic protein (Bmp) genes, such as Bmp4 and Bmp7, was also ectopically induced in the epithelia of the URS in the β-catenin GOF mutants.
Bmp7	Gene	(75, 79)	mutants	Var	(159, 166)	NoRelation	The expression of bone morphogenetic protein (Bmp) genes, such as Bmp4 and Bmp7, was also ectopically induced in the epithelia of the URS in the β-catenin GOF mutants.
Bmp7	Gene	(75, 79)	expression	MPA	(4, 14)	NoRelation	The expression of bone morphogenetic protein (Bmp) genes, such as Bmp4 and Bmp7, was also ectopically induced in the epithelia of the URS in the β-catenin GOF mutants.
